1;44.882;-93.2124
2;44.8832;-93.2137
3;44.8835;-93.2143
51;44.9803;-93.2742
53;32.3015;-90.1852
60;36.0851;-115.15
62;45.0906;-93.4321
64;44.8835;-93.2115
65;33.9408;-118.404
79;44.8812;-93.2031
81;41.9809;-87.9069
82;41.9798;-87.9095
87;36.0875;-115.175
91;30.5631;-81.4505
94;43.4986;-96.7499
106;43.5275;-96.8156
117;44.8794;-93.1985
118;44.8799;-93.1978
120;44.8832;-93.206
122;43.5798;-96.7306
128;43.5486;-96.7357
129;43.53;-96.7512
139;33.6406;-84.447
145;33.6601;-84.425
152;44.9131;-93.5033
161;44.9715;-93.4963
177;44.9715;-93.4967
181;44.9415;-93.5016
182;44.942;-93.5012
192;45.0086;-93.4496
200;44.8777;-93.3233
202;44.9244;-93.3126
203;44.9131;-93.3312
205;44.9486;-93.3201
206;36.1248;-115.169
207;44.9497;-93.2877
208;44.9795;-93.2762
209;44.9809;-93.2727
210;44.9686;-93.2778
214;45.0939;-93.4412
216;44.9231;-93.3237
220;44.9421;-93.2906
222;44.9562;-93.2963
223;44.9377;-93.2904
224;44.9466;-93.1223
225;47.6766;-122.208
226;47.6762;-122.208
227;44.95;-93.2881
229;44.9718;-93.2855
230;44.9182;-93.1865
231;44.9477;-93.2983
232;44.8623;-93.2926
234;44.9556;-93.2776
235;44.9494;-93.2979
236;44.9673;-93.3489
238;39.9754;-83.0032
239;39.7674;-86.1594
240;39.7685;-86.158
241;39.7684;-86.158
242;39.7678;-86.1584
243;39.7696;-86.1587
244;39.7699;-86.1452
245;45.025;-93.3307
246;44.9607;-93.2874
247;44.9483;-93.284
248;44.9484;-93.2813
249;44.9483;-93.2844
250;44.9626;-93.2425
251;44.9896;-93.2753
252;44.9393;-93.2779
253;44.9493;-93.2778
254;44.9492;-93.2881
255;44.9483;-93.2882
256;44.9487;-93.2873
257;44.9481;-93.087
258;44.949;-93.3203
259;44.9487;-93.2882
260;44.9484;-93.2886
261;44.9533;-93.2978
262;44.9466;-93.2983
263;44.9484;-93.2903
273;40.7651;-73.9821
281;41.9951;-88.2001
283;41.8781;-87.6338
284;42.0503;-88.0692
285;41.9927;-88.1842
287;39.6429;-106.378
288;39.5764;-106.095
290;39.6405;-106.374
291;43.4816;-110.767
295;39.642;-106.374
303;39.4835;-106.046
316;40.811;-96.7026
318;41.2996;-95.8994
323;44.8528;-93.3488
334;41.8976;-87.6384
335;41.8688;-87.6258
336;42.2725;-71.0274
346;42.3803;-71.0974
347;24.5594;-81.8064
348;28.401;-81.5793
351;44.9759;-93.2713
354;44.9712;-93.2728
356;44.9767;-93.2719
366;45.1772;-93.3842
376;44.9891;-93.2787
377;44.8509;-93.2419
378;44.9531;-93.2775
379;20.8689;-156.338
380;34.0613;-118.31
381;34.0028;-118.485
382;34.0682;-118.399
383;34.0919;-118.381
384;37.7851;-122.421
385;37.7656;-122.467
386;37.7637;-122.469
387;37.7608;-122.422
388;36.1184;-115.176
389;36.1042;-115.174
390;36.1133;-115.176
395;41.8972;-87.6213
396;41.8928;-87.6222
397;41.8842;-87.6434
398;41.8846;-87.6584
399;51.5081;-0.108222
402;51.5138;-0.159001
403;42.3536;-71.1376
404;42.3411;-71.0698
405;42.3398;-71.1666
406;42.3723;-71.1227
407;40.7219;-73.9575
408;40.719;-73.9616
409;40.7195;-73.9905
410;40.746;-73.9886
411;45.5031;-73.561
415;40.762;-73.9859
416;40.7169;-74.008
417;40.7352;-74.0047
418;40.7714;-73.9657
419;40.7323;-74.0022
420;40.7395;-74.0061
421;40.7365;-74.0064
422;40.738;-74.004
423;40.7608;-73.9835
424;40.759;-73.979
425;40.7634;-73.977
426;40.76;-73.9891
427;40.7374;-74.004
428;40.7446;-73.9983
429;33.7401;-84.3462
430;33.9894;-118.396
431;34.0671;-118.406
432;34.0671;-118.406
433;34.1435;-118.397
434;34.0758;-118.371
435;34.0154;-118.493
436;34.1522;-118.351
437;40.722;-73.9925
438;40.7653;-73.9832
439;34.1447;-118.755
440;34.0492;-118.255
441;34.0833;-118.352
442;34.0044;-118.486
443;34.0674;-118.401
444;34.2053;-118.227
445;34.0678;-118.344
446;33.5366;-117.778
447;34.0983;-118.327
448;33.9884;-118.453
449;34.0899;-118.602
450;34.0454;-118.238
451;33.6407;-117.595
452;34.0472;-118.234
453;34.1748;-118.845
454;34.0703;-118.402
455;34.0457;-118.449
456;34.0681;-118.403
457;33.8001;-117.916
458;33.9909;-118.466
459;33.6097;-117.928
460;34.0838;-118.363
461;33.7898;-118.312
462;34.1467;-118.15
463;33.6701;-117.831
464;33.6582;-118.002
465;34.0806;-118.386
466;34.095;-118.372
467;34.0504;-118.256
468;33.5362;-117.778
469;34.0752;-118.254
470;34.0831;-118.387
471;34.0426;-118.264
472;34.2834;-118.473
473;34.0721;-118.367
474;33.9904;-118.465
475;34.1016;-118.335
476;34.0748;-118.384
477;34.0515;-118.245
478;34.0195;-118.455
479;33.5744;-117.84
480;34.07;-118.376
481;34.0238;-118.394
482;34.0234;-118.395
483;34.0866;-118.382
484;33.6562;-117.862
485;34.0836;-118.375
486;34.0908;-118.376
487;33.7885;-118.108
488;34.0283;-118.387
489;33.5435;-117.782
490;34.1415;-118.387
491;33.9065;-118.161
492;34.0852;-118.377
493;34.0765;-118.369
494;34.0754;-118.344
495;34.0153;-118.492
496;34.044;-118.265
497;33.8092;-117.925
498;33.999;-118.481
499;34.0759;-118.377
500;33.5284;-117.771
501;34.0233;-118.395
502;34.0856;-118.383
503;34.0685;-118.377
504;33.528;-117.77
510;25.7811;-80.1878
511;25.7904;-80.139
512;25.7921;-80.1288
513;25.818;-80.1224
514;43.6666;-79.3881
518;38.8912;-77.0837
519;38.8888;-77.0925
520;38.8043;-77.0412
521;43.6131;-79.5617
522;43.7064;-79.3894
523;40.7451;-73.9984
524;40.7445;-73.9853
525;40.7469;-73.9899
526;40.7158;-74.0071
527;51.5113;-0.136297
529;51.5095;-0.125934
530;34.1043;-118.292
531;34.1014;-118.337
532;34.0608;-118.279
533;34.101;-118.334
535;42.3647;-71.1026
536;42.3668;-71.1067
537;42.3426;-71.0654
538;42.3486;-71.0953
539;38.9151;-77.0316
541;38.8801;-77.1088
542;38.9037;-77.0215
543;25.7833;-80.1314
544;25.8057;-80.1951
545;25.7942;-80.1299
546;25.9601;-80.1394
